Id,Col_1,Col_2,Col_5,Col_6,Col_7,Col_10,Col_13,Col_14,Col_16,Col_18,Col_19,Col_21,Col_23,Col_26,Col_30,Col_31,impact_encoded_Col_3,impact_encoded_Col_4,impact_encoded_Col_8,impact_encoded_Col_9,impact_encoded_Col_11,impact_encoded_Col_12,impact_encoded_Col_15,impact_encoded_Col_17,impact_encoded_Col_20,impact_encoded_Col_22,impact_encoded_Col_24,impact_encoded_Col_25,impact_encoded_Col_27,impact_encoded_Col_28,impact_encoded_Col_29,impact_encoded_Col_32,Score
2596,3,1,0,2,4,23,1,83,8,1,2,1,1,10,15,12,0,1,4,1,2,1,1,0,1,1,1,1,2,5,1,1,1
2597,1,5,0,0,6,0,1,30,7,3,1,2,1,13,5,18,0,0,1,1,3,0,10,8,0,0,1,0,5,0,1,0,1
2598,18,5,0,2,5,1,0,89,5,0,1,2,2,17,5,15,0,1,4,1,4,0,17,8,0,0,1,1,7,0,1,1,4
2599,19,6,0,0,0,20,1,22,10,3,10,2,1,15,15,18,1,0,4,1,3,1,11,5,0,1,1,0,5,0,1,0,8
2600,14,5,0,1,4,0,1,38,8,1,0,2,2,8,10,12,1,0,3,1,3,6,13,5,1,0,1,0,5,0,1,1,4
2601,3,6,0,2,5,22,1,52,9,1,2,1,1,5,10,18,0,1,4,1,0,0,1,0,1,0,1,1,1,0,1,1,4
2602,19,6,0,3,13,24,1,68,18,1,0,2,3,12,15,9,2,0,3,1,2,3,8,2,0,0,1,0,1,0,1,1,5
2603,16,10,0,3,6,16,0,81,7,0,6,2,1,18,5,9,0,0,2,1,3,0,11,7,1,0,0,0,7,0,1,1,4
2604,4,10,0,3,5,22,0,58,5,1,3,0,1,10,5,12,0,0,0,1,3,5,13,8,0,1,3,0,8,0,1,0,2
2605,17,10,0,3,2,10,1,47,13,1,10,3,2,12,5,18,0,0,4,1,3,0,17,6,1,1,1,0,5,0,1,1,2
2606,11,6,0,0,7,9,1,92,11,3,1,2,2,8,15,12,0,0,4,1,3,3,17,8,1,1,1,0,5,0,2,1,1
2607,17,1,0,3,6,7,1,84,5,1,11,6,2,19,5,3,0,0,2,1,3,5,10,8,1,0,1,0,7,0,2,1,3
2608,15,10,0,2,15,5,0,52,7,1,3,5,2,5,10,18,0,0,3,3,4,0,10,6,0,0,1,0,5,0,1,1,7
2609,18,10,0,1,14,6,1,87,9,3,0,3,1,3,10,18,1,0,2,1,2,5,0,5,0,1,1,0,1,0,1,1,1
2610,2,6,0,1,4,4,1,41,10,2,2,2,1,11,15,18,0,0,2,1,0,5,8,0,0,0,1,0,1,0,1,1,1
2611,13,1,0,1,13,3,1,68,6,2,0,6,3,11,10,3,1,0,0,3,2,7,8,0,0,0,1,0,0,0,1,0,4
2612,22,5,0,0,2,19,1,94,14,1,4,3,1,11,5,0,0,0,0,1,3,5,17,8,0,0,1,0,5,0,1,0,4
2613,7,0,0,4,7,18,3,91,12,3,3,5,3,11,5,12,0,0,4,1,2,5,2,5,1,0,1,0,9,0,3,1,5
2614,4,0,0,2,7,4,0,14,10,0,0,3,1,11,5,6,0,0,4,1,2,5,8,2,0,0,1,0,1,0,1,1,1
2615,23,5,0,4,8,10,1,67,14,3,8,6,1,9,10,3,0,0,0,1,3,5,12,8,0,0,1,0,7,0,1,0,4
2616,15,1,0,1,2,16,1,68,14,1,4,6,3,15,15,12,0,0,2,1,0,0,1,1,1,1,1,0,1,0,1,1,1
2617,12,10,0,2,4,2,1,63,7,3,2,4,1,2,15,18,0,0,4,1,2,5,0,0,1,0,1,0,2,0,1,1,1
2618,0,6,0,0,16,6,1,64,8,2,0,2,1,12,15,6,2,1,4,1,3,0,10,8,0,0,1,1,6,0,1,1,5
2619,18,1,0,2,12,13,0,91,20,1,2,5,1,17,0,6,0,1,4,1,3,7,10,5,1,1,1,1,7,0,1,1,2
2620,7,1,0,1,9,16,0,53,16,0,3,5,1,14,0,6,0,0,4,1,3,3,17,8,0,1,1,0,7,0,2,1,14
2621,18,1,0,1,2,8,1,69,9,1,0,4,1,6,15,3,0,0,4,1,2,4,4,0,0,0,1,0,9,0,1,1,1
2622,15,5,0,0,14,16,1,47,8,4,1,3,1,4,5,0,0,1,3,1,2,0,0,1,0,0,0,1,1,0,1,1,3
2623,3,1,0,3,1,22,1,49,10,3,0,2,3,2,5,6,0,0,4,1,2,1,1,0,0,1,1,0,1,5,1,1,1
2624,15,6,0,0,6,0,1,91,7,1,10,6,3,16,15,18,0,0,4,1,3,0,17,7,0,0,1,0,7,0,1,1,1
2625,11,1,0,7,8,6,1,89,9,3,0,0,1,7,10,3,1,0,2,1,2,5,8,2,1,0,1,0,1,0,1,1,8
2626,18,5,0,0,5,20,1,82,6,1,3,2,1,13,5,9,0,0,4,1,3,0,10,6,1,1,1,0,5,0,1,1,3
2627,15,6,0,0,17,16,0,83,14,0,4,3,2,5,15,18,0,1,4,1,3,0,10,6,1,1,1,1,5,0,2,1,10
2628,7,1,0,2,14,21,0,87,17,0,6,6,3,10,10,18,0,0,4,1,0,5,2,2,0,0,1,0,1,0,1,1,1
2629,4,6,0,2,5,18,1,67,7,1,3,6,3,6,0,9,0,1,4,1,0,0,8,0,0,0,1,1,1,0,1,1,1
2630,9,6,0,1,3,24,2,53,7,2,1,6,1,9,10,12,0,0,4,1,2,5,1,0,0,0,1,0,1,0,1,1,4
2631,1,5,1,1,11,19,2,97,11,2,1,0,1,4,10,3,0,1,4,1,3,7,10,6,0,1,1,1,5,0,1,1,1
2632,16,10,0,1,10,17,1,94,23,1,9,2,3,16,15,12,0,0,2,1,2,3,0,5,1,1,1,0,9,0,2,1,2
2633,16,5,0,2,10,7,1,60,14,2,2,5,1,9,10,18,0,0,4,1,2,5,8,5,1,0,1,0,9,0,1,1,5
2634,5,10,0,3,6,11,0,77,7,0,0,3,1,10,0,18,1,0,2,1,2,0,6,0,0,0,1,0,1,0,1,1,1
2635,14,1,0,2,13,18,1,71,9,2,0,3,1,3,15,9,0,0,0,1,2,5,8,5,1,0,1,0,0,0,1,0,4
2636,18,6,0,3,16,14,1,46,9,1,1,5,1,2,5,9,0,0,0,1,3,2,10,8,0,1,1,0,5,0,1,0,1
2637,17,5,0,4,8,0,0,39,11,0,10,1,3,19,15,18,0,0,4,1,2,0,4,2,0,0,1,0,0,0,3,1,1
2638,3,6,0,2,8,18,1,56,11,1,2,2,1,11,5,18,0,0,4,1,2,5,0,2,1,0,1,0,1,0,1,1,4
2639,18,1,0,5,0,20,0,34,22,1,0,5,1,5,0,12,0,0,2,1,0,1,3,5,0,0,1,0,9,0,1,1,4
2640,3,6,1,2,9,15,3,72,25,3,2,3,2,7,10,18,0,1,4,1,2,5,8,2,1,1,1,1,9,0,1,1,1
2641,2,1,0,1,14,19,1,52,15,1,0,4,2,11,5,15,0,0,4,1,2,5,0,2,1,1,1,0,1,0,1,1,11
2642,2,1,0,1,9,2,0,8,8,0,8,1,1,13,15,9,0,0,0,1,3,5,17,8,1,1,1,0,5,0,1,0,1
2643,12,5,0,3,3,14,0,92,7,0,4,6,1,7,15,18,0,0,4,1,3,5,10,8,1,0,1,0,7,0,1,1,10
2644,20,1,0,1,5,19,0,69,10,0,0,6,3,5,10,15,0,0,4,1,2,5,8,0,0,0,1,0,1,0,1,1,1
2645,5,5,0,2,14,0,1,56,19,1,4,5,1,16,5,15,0,0,4,1,2,5,8,2,0,0,1,0,1,0,1,1,7
2646,19,10,0,3,8,16,0,69,18,0,8,4,1,15,15,18,0,0,0,1,2,5,8,2,1,0,1,0,9,0,1,0,7
2647,1,5,0,0,11,3,0,49,14,0,0,5,1,11,5,18,1,0,4,1,3,5,10,5,1,1,1,0,7,0,1,1,5
2648,19,1,0,3,0,19,0,17,21,2,3,6,1,7,0,9,0,0,2,1,3,1,10,8,0,1,1,0,7,2,1,0,1
2649,16,1,0,4,5,19,1,99,8,1,10,0,1,15,5,0,0,0,4,1,2,0,0,0,0,1,1,0,1,0,2,1,17
2650,16,6,0,5,17,8,1,74,14,1,0,6,3,8,5,3,0,0,0,1,2,0,0,5,0,0,1,0,1,0,1,0,2
2651,17,1,0,0,5,2,1,27,8,1,1,6,2,7,5,3,0,1,4,1,3,0,17,6,0,0,1,1,5,0,3,1,2
2652,7,0,0,1,5,2,2,61,7,3,4,2,1,7,5,0,0,0,4,1,3,5,10,8,1,1,1,0,7,0,1,1,1
2653,19,6,0,2,18,23,1,54,16,3,3,6,3,6,10,3,0,0,4,1,2,0,3,2,1,0,1,0,1,0,1,1,10
2654,6,1,0,4,6,10,0,9,7,0,3,5,1,7,15,18,0,0,3,1,3,0,9,6,1,1,1,0,5,0,1,0,11
2655,11,10,0,3,8,15,1,79,11,3,3,6,3,8,15,15,0,0,4,1,3,7,17,6,1,0,1,0,5,0,1,1,1
2656,0,6,0,0,17,3,1,29,7,1,0,3,2,3,15,15,2,0,4,1,0,5,8,0,0,1,1,0,1,0,1,1,1
2657,5,10,0,3,8,4,2,18,9,2,2,2,2,12,0,18,0,0,4,1,3,7,17,6,1,0,1,0,5,0,1,1,11
2658,6,0,0,4,3,11,1,63,6,2,0,6,3,8,15,18,1,0,2,1,2,0,8,0,1,0,1,0,1,0,1,0,1
2659,16,1,0,4,16,15,2,47,7,4,3,2,1,7,10,18,0,0,1,1,2,2,8,1,0,1,1,0,1,0,1,0,8
2660,14,10,0,2,1,8,1,99,9,1,1,6,1,15,0,18,0,1,4,1,3,1,10,8,0,1,1,1,7,0,1,1,1
2661,16,6,0,3,10,13,1,69,12,3,5,6,1,12,5,6,0,1,4,1,3,5,17,8,1,1,2,1,5,0,1,1,11
2662,0,10,0,0,6,19,1,17,8,4,0,5,2,7,10,18,1,0,0,1,2,0,1,0,0,0,1,0,1,0,3,0,1
2663,18,5,0,1,5,0,1,64,11,1,2,2,2,9,15,15,0,0,4,1,2,0,4,0,1,0,1,0,1,0,1,1,7
2664,18,10,0,1,14,17,0,46,8,0,2,3,1,12,10,9,0,0,0,1,3,5,10,8,0,0,1,0,5,0,1,0,2
2665,0,5,0,0,5,1,0,27,7,3,0,2,3,6,15,3,0,0,4,1,2,6,4,0,0,0,1,0,1,0,1,1,1
2666,1,5,1,1,17,15,0,27,7,0,1,5,3,8,5,6,0,0,1,1,3,5,10,8,1,0,1,0,11,0,3,0,1
2667,15,6,0,2,16,20,1,50,11,1,3,5,3,11,15,6,0,0,3,1,4,5,9,8,0,1,1,0,5,1,1,1,2
2668,11,6,0,0,1,22,0,47,11,1,5,3,2,4,5,12,1,0,4,1,3,5,9,5,0,0,1,0,5,0,2,1,4
2669,6,0,0,4,11,3,1,20,10,1,0,6,1,4,15,6,1,0,4,1,2,5,8,1,1,0,1,0,9,0,3,1,1
2670,13,5,0,1,2,19,3,44,7,3,8,2,1,14,5,12,0,0,2,1,2,1,1,0,0,0,3,0,1,3,1,1,4
2671,20,5,0,1,14,3,1,26,16,1,2,6,1,4,15,18,0,0,0,1,2,5,8,0,0,0,1,0,1,0,1,0,8
2672,10,6,0,3,6,6,0,79,8,0,3,2,1,11,5,6,0,0,4,1,3,5,10,8,0,0,1,0,5,1,1,1,2
2673,16,10,0,6,13,12,0,87,12,0,0,3,1,14,5,9,0,1,4,1,3,7,17,6,0,0,1,1,5,0,1,1,1
2674,17,1,0,3,2,15,0,53,10,0,0,6,0,3,10,9,0,0,0,1,3,6,17,8,1,0,2,0,5,4,1,0,2
2675,18,1,0,2,13,5,0,83,16,0,2,5,1,14,5,18,0,1,2,1,3,1,10,8,0,0,1,1,5,0,1,1,1
2676,1,1,0,0,2,18,1,91,13,1,1,5,1,14,10,0,0,1,4,1,3,5,10,8,1,0,1,1,6,0,1,1,1
2677,4,1,0,2,8,18,1,94,14,1,3,2,1,14,5,9,0,0,2,1,0,7,1,2,1,0,1,0,1,0,3,1,7
2678,5,1,0,3,17,20,0,27,17,0,3,2,1,9,15,3,0,0,0,1,3,5,10,8,1,0,1,0,5,0,1,0,5
2679,17,0,0,0,14,16,1,41,9,1,0,3,3,9,15,6,0,0,0,1,2,7,3,0,0,0,1,0,9,0,1,0,1
2680,5,1,0,3,6,15,1,95,5,1,0,0,3,11,5,18,0,1,4,1,2,6,1,0,0,0,1,1,1,0,1,0,7
2681,5,10,0,3,4,23,0,82,8,0,3,3,1,18,5,0,0,1,3,1,2,1,1,0,0,0,1,1,1,5,1,1,1
2682,17,10,0,1,4,9,1,98,6,1,8,5,1,21,15,3,0,1,4,1,3,0,17,8,0,1,1,1,6,2,1,1,5
2683,6,10,1,2,10,13,3,91,38,4,2,2,1,5,5,15,0,0,4,1,2,2,8,2,1,0,1,0,9,0,1,1,5
2684,3,1,0,2,17,12,0,45,12,2,6,2,1,10,15,18,0,0,0,1,3,2,10,8,1,1,1,0,6,0,1,0,7
2685,11,6,0,2,0,20,1,38,19,3,11,0,4,12,10,3,0,0,3,1,3,5,10,8,0,1,1,0,6,0,1,1,2
2686,16,10,0,6,3,20,1,97,8,1,2,5,1,12,15,9,2,1,2,1,3,0,13,8,0,0,0,1,5,0,1,1,7
2687,3,10,0,0,18,12,1,37,9,1,2,2,1,10,15,9,0,0,0,1,3,5,13,8,0,1,1,0,10,0,1,0,1
2688,17,1,0,3,12,20,1,94,23,1,3,3,1,13,5,18,0,0,4,1,3,5,10,8,1,0,1,0,5,0,1,1,5
2689,18,10,0,3,1,21,0,46,10,1,11,0,1,4,5,18,1,0,4,3,3,1,17,5,1,1,2,0,6,0,1,1,9
2690,2,6,0,1,2,4,1,35,15,1,0,3,3,15,5,18,1,0,2,1,2,5,8,2,0,0,1,0,9,6,1,0,7
2691,16,0,0,3,14,15,0,51,16,0,2,5,1,7,5,12,0,0,0,1,2,5,1,5,0,0,1,0,1,0,1,0,1
2692,4,10,0,2,7,11,1,91,8,1,2,3,2,12,15,15,0,0,2,1,3,5,10,8,0,0,1,0,6,0,1,1,1
2693,6,5,0,4,15,16,1,50,6,1,4,6,1,8,5,12,2,1,4,1,3,0,10,8,0,1,1,1,5,0,3,1,2
2694,17,6,0,5,11,3,1,45,16,1,1,4,1,7,15,3,0,0,0,1,3,2,10,8,1,0,1,0,7,0,1,0,4
2695,16,10,0,0,5,11,0,24,8,0,2,4,3,14,5,0,0,0,4,1,2,0,1,0,1,0,1,0,1,0,1,1,2
2696,0,10,0,0,7,12,0,21,10,2,0,4,3,5,15,12,1,0,2,1,3,5,10,5,0,0,1,0,7,0,1,1,1
2697,11,10,1,4,9,17,5,49,16,5,6,2,3,12,5,12,0,0,4,1,4,5,13,8,1,0,1,0,5,0,1,0,10
2698,17,6,0,2,11,8,1,9,27,2,0,6,3,6,10,9,1,0,3,1,2,2,8,2,0,0,1,0,9,0,1,1,11
2699,5,6,0,3,6,15,2,78,12,2,6,3,1,13,15,9,0,0,0,1,3,0,17,6,0,1,1,0,5,0,3,0,1
2700,14,6,0,1,2,16,1,51,12,1,0,3,1,2,10,12,1,0,2,0,2,5,1,5,0,0,1,0,1,0,1,1,1
2701,20,10,0,1,9,16,1,5,18,1,0,4,1,0,10,9,1,0,2,1,4,7,10,5,0,0,1,0,5,0,1,1,1
2702,3,5,0,2,5,19,1,89,7,1,2,3,3,19,0,0,0,1,4,1,2,0,1,0,1,0,1,1,1,0,1,1,1
2703,13,10,0,3,2,17,1,78,11,1,0,3,1,6,5,15,0,1,2,1,0,5,1,5,0,1,1,1,1,0,1,1,4
2704,7,6,0,4,8,1,1,36,18,1,4,2,1,8,10,15,0,0,0,1,2,7,4,2,1,1,1,0,9,0,1,0,7
2705,0,10,0,0,16,14,1,19,9,1,0,2,2,8,10,18,0,0,0,1,3,5,9,8,0,1,1,0,7,1,1,0,1
2706,20,6,0,5,6,4,1,50,10,1,0,2,1,14,5,15,1,0,0,1,2,5,6,0,1,1,1,0,1,0,1,0,6
2707,3,5,0,2,1,17,1,91,11,1,2,4,1,10,0,15,0,1,4,1,2,1,1,0,0,0,1,1,1,5,1,1,1
2708,11,10,0,0,4,17,0,84,14,0,0,6,2,10,15,15,0,1,4,1,0,1,1,0,0,0,1,0,0,2,1,1,4
2709,5,6,0,1,15,2,1,95,9,1,7,0,1,19,0,18,0,1,4,1,3,5,10,8,1,0,1,1,5,0,1,0,1
2710,3,6,0,2,3,0,0,44,4,0,0,3,3,1,15,6,0,0,4,3,2,0,1,0,1,0,1,0,1,0,3,1,1
2711,22,10,0,3,13,7,1,64,15,3,2,0,1,5,15,9,0,0,2,1,2,1,8,2,0,0,1,0,9,0,1,1,6
2712,18,0,0,8,11,23,1,93,16,1,11,0,1,21,10,3,0,0,2,1,3,0,17,6,0,0,3,0,5,7,1,1,1
2713,16,10,0,3,1,24,1,59,13,1,0,1,1,20,15,12,0,0,4,1,2,6,2,0,0,0,1,0,9,5,1,1,1
2714,7,6,0,4,4,13,0,82,9,4,5,5,1,6,10,18,2,0,2,1,2,5,3,3,1,0,3,0,1,0,3,1,1
2715,17,6,0,1,6,1,1,51,6,1,1,5,1,9,5,3,0,0,4,1,3,5,10,8,0,0,1,0,5,0,1,1,2
2716,19,10,0,2,10,17,1,48,22,1,0,5,1,5,10,15,2,1,4,1,2,5,8,2,0,0,1,1,9,0,1,1,1
2717,7,5,0,0,16,11,1,84,7,1,5,3,3,14,5,9,0,0,4,0,3,0,12,6,0,0,0,0,5,0,1,1,2
2718,0,10,0,0,13,2,1,68,7,3,0,4,1,3,10,12,1,0,0,1,2,5,0,0,1,0,1,0,1,0,1,0,4
2719,0,0,0,0,17,1,0,74,9,1,0,3,1,2,5,18,1,0,2,1,2,5,8,1,0,0,1,0,1,1,1,0,7
2720,15,6,0,1,2,9,1,25,10,3,0,2,1,3,5,6,1,0,0,1,3,5,13,5,0,0,2,0,5,0,1,0,7
2721,17,10,1,0,7,8,2,46,19,5,1,5,1,2,10,15,0,0,4,1,2,5,0,5,0,1,1,0,1,0,1,0,1
2722,3,6,0,2,12,4,5,46,14,5,4,5,1,14,5,9,0,1,4,1,2,5,1,0,1,0,1,1,1,0,1,1,1
2723,7,10,0,1,18,4,0,21,18,0,0,4,1,2,15,9,1,0,0,1,0,0,4,2,0,0,1,0,1,0,1,0,2
2724,19,10,0,4,10,13,1,44,19,1,0,5,1,11,15,18,1,0,4,1,2,5,0,2,0,1,1,0,9,0,1,1,7
2725,16,10,0,0,16,16,1,54,9,1,0,6,1,11,10,0,1,0,0,1,3,0,17,5,1,1,1,0,5,0,1,0,13
2726,9,10,0,6,8,14,1,51,5,1,0,5,3,5,15,3,1,0,3,1,4,5,17,5,0,1,1,0,5,0,1,1,4
2727,10,5,1,6,9,22,3,87,9,3,0,2,1,13,0,12,2,1,4,3,3,5,10,8,0,1,2,1,5,0,1,1,5
2728,4,5,0,3,3,7,1,93,8,1,0,0,3,17,15,18,0,0,3,1,2,7,1,0,1,0,1,0,1,0,1,1,1
2729,2,10,0,0,5,6,1,30,11,3,0,6,4,3,10,18,1,0,3,1,0,0,1,0,0,1,1,0,1,0,1,1,1
2730,0,10,0,0,7,13,1,55,18,4,0,5,1,5,5,9,2,0,4,1,3,5,10,8,0,0,2,0,5,0,1,1,4
2731,16,10,0,1,4,17,0,94,7,0,10,6,1,19,5,18,2,1,4,1,3,0,17,8,0,0,1,1,5,0,1,0,3
2732,18,0,0,1,3,19,0,64,7,0,3,6,4,8,15,0,0,0,4,1,2,5,8,0,0,0,1,0,1,0,1,1,7
2733,3,5,0,1,10,10,3,7,11,3,2,6,3,12,10,18,0,0,4,1,2,5,8,2,0,0,1,0,9,0,1,1,7
2734,18,6,0,3,2,13,1,26,8,3,0,3,1,2,5,0,1,0,0,1,3,2,17,5,0,0,1,0,7,5,1,0,9
2735,16,10,0,4,7,1,1,29,12,1,2,2,1,9,15,18,0,0,4,1,2,5,3,2,0,0,0,0,1,0,1,1,9
2736,23,10,0,0,18,14,0,44,12,0,1,3,3,15,5,18,0,0,3,1,3,5,10,8,0,0,1,0,5,0,1,1,12
2737,19,10,0,6,11,13,1,34,20,5,0,6,2,5,15,12,1,0,2,1,3,2,17,5,0,0,1,0,7,0,1,1,8
2738,15,10,0,5,3,13,1,96,8,1,0,5,1,10,15,9,2,0,3,1,2,5,7,0,0,0,1,0,1,0,1,1,4
2739,14,6,0,4,13,18,1,78,8,4,1,5,1,2,15,6,0,0,3,1,2,5,8,1,0,0,1,0,1,0,1,1,1
2740,15,5,0,1,4,9,0,48,7,0,5,1,1,7,15,6,0,0,4,1,3,1,17,8,1,0,1,0,5,0,1,1,11
2741,17,1,0,1,4,8,0,92,10,0,0,1,1,3,15,3,0,0,4,1,2,0,6,0,0,1,1,0,0,0,1,1,1
2742,12,6,0,0,17,15,1,3,7,1,0,0,3,1,0,12,0,0,4,1,3,5,13,8,0,0,1,0,5,0,1,1,1
2743,7,6,0,1,9,13,1,34,17,1,5,5,1,7,15,15,0,0,4,1,3,5,17,8,0,1,1,0,5,0,1,1,8
2744,15,5,0,1,14,16,1,32,12,2,0,3,1,4,10,18,1,0,4,1,2,5,0,5,1,0,1,0,1,0,1,0,1
2745,16,5,0,2,6,2,1,75,6,1,8,3,1,0,5,18,0,0,4,1,3,0,11,6,1,1,3,0,5,0,1,1,12
2746,17,5,0,1,7,5,1,51,12,2,1,6,1,9,10,18,0,0,3,1,2,5,3,2,0,0,1,0,1,0,1,1,4
2747,16,5,0,3,5,3,2,76,8,2,0,5,1,12,5,9,0,0,4,1,3,5,17,8,0,0,1,0,5,1,1,1,1
2748,9,1,0,3,1,22,0,49,13,0,0,5,2,13,5,0,0,0,4,1,2,1,1,0,1,1,1,0,4,0,1,1,1
2749,10,6,0,6,8,15,0,60,12,1,5,0,1,8,5,3,0,0,0,1,2,1,8,2,1,0,1,0,1,0,1,0,1
2750,11,1,0,3,18,0,0,25,8,0,0,1,1,13,10,18,1,0,0,1,2,5,1,0,0,0,1,0,1,0,1,0,1
2751,17,6,0,1,5,1,0,35,8,0,10,6,3,18,5,12,0,0,4,1,2,2,1,0,0,0,1,0,1,0,1,0,3
2752,18,6,0,1,4,5,0,38,7,0,0,1,1,10,10,9,0,0,4,1,4,6,10,6,0,0,1,0,11,0,1,1,1
2753,16,10,0,1,3,16,0,70,9,0,0,2,3,9,10,18,0,0,4,1,2,0,7,0,1,1,1,0,1,0,1,1,1
2754,4,6,0,2,15,17,1,53,8,1,2,6,1,4,5,15,2,1,4,1,2,5,1,0,1,0,0,1,0,0,1,1,4
2755,16,1,0,0,6,16,0,47,7,0,0,4,1,4,10,18,1,0,0,1,2,5,0,0,0,0,1,0,1,0,2,0,5
2756,10,0,0,1,4,15,1,68,6,2,1,6,2,14,5,18,0,1,4,1,3,0,10,6,0,1,1,1,7,0,1,1,2
2757,12,6,0,1,11,20,1,26,9,1,2,6,1,5,5,18,0,0,2,1,2,7,4,0,1,0,1,0,1,0,1,1,1
2758,0,10,0,0,14,24,1,28,11,1,0,4,1,8,0,12,0,0,2,1,3,5,9,8,0,0,1,0,11,0,1,1,1
2759,9,10,0,1,14,14,1,33,12,1,1,3,3,5,15,18,0,0,4,3,2,5,1,5,0,0,1,0,1,0,1,0,1
2760,7,5,0,5,1,6,1,99,18,1,0,2,1,17,10,12,0,0,4,1,3,3,17,8,0,0,1,0,5,5,1,1,4
2761,16,5,0,4,6,14,2,65,8,3,5,1,3,10,5,9,0,0,3,1,2,0,1,0,1,0,0,0,1,0,1,1,3
2762,17,10,0,0,6,9,1,30,5,1,1,4,1,14,10,18,0,0,4,1,3,0,10,6,0,0,0,0,5,0,1,1,1
2763,5,6,0,3,12,15,4,63,10,4,4,5,3,15,15,9,0,1,4,1,3,5,14,8,1,0,1,1,7,0,1,1,1
2764,18,10,0,2,14,16,1,52,10,1,0,6,1,3,15,15,1,0,2,1,2,5,1,5,1,0,1,0,1,0,1,1,1
2765,22,10,0,0,18,0,1,68,13,1,8,0,1,10,10,18,4,0,0,2,3,5,17,5,0,0,2,0,7,1,1,0,8
2766,0,5,0,0,1,13,0,37,9,1,0,5,1,7,5,6,2,0,4,1,2,5,1,1,1,0,1,0,9,0,1,1,4
2767,2,10,0,1,7,8,1,18,14,3,0,4,1,3,10,3,1,0,0,1,3,5,17,5,0,0,1,0,5,0,1,0,4
2768,7,5,0,4,5,22,1,75,8,1,0,5,1,4,15,18,2,0,4,1,2,0,1,0,1,1,1,0,1,0,1,1,1
2769,17,10,0,1,16,1,1,53,8,1,0,5,2,11,15,3,1,0,2,1,2,0,8,1,0,0,1,0,1,0,1,0,4
2770,19,1,0,5,11,4,1,68,14,1,0,6,1,9,5,18,0,1,4,1,3,0,10,6,0,1,2,1,5,0,1,1,4
2771,17,0,0,3,11,11,1,30,12,1,0,6,1,4,5,18,0,0,0,1,2,5,4,2,0,1,1,0,0,0,1,0,1
2772,16,0,0,1,6,16,1,80,8,1,3,0,1,15,10,15,0,1,4,1,3,0,10,8,1,0,1,1,7,0,1,1,4
2773,0,10,0,0,4,18,1,38,9,1,1,2,2,9,15,12,2,0,4,1,4,5,17,8,1,0,1,0,7,0,1,1,10
2774,18,1,0,6,16,20,0,86,8,0,3,0,1,18,15,0,0,1,4,1,3,0,13,6,0,1,1,1,6,0,1,1,9
2775,18,1,0,1,8,16,2,40,12,2,0,6,3,9,10,15,1,0,0,1,2,0,4,5,0,0,1,0,0,0,1,0,8
2776,21,10,0,1,5,15,1,98,11,1,10,2,1,14,10,6,0,0,3,1,4,5,10,8,0,0,1,0,10,0,1,1,3
2777,11,0,0,3,17,17,2,15,8,2,2,3,1,13,5,15,0,0,0,1,2,5,8,5,1,0,1,0,1,0,1,0,1
2778,18,5,0,3,4,6,2,89,6,2,0,1,1,10,0,12,2,1,4,1,4,5,10,8,1,0,1,1,5,0,1,1,4
2779,12,1,0,3,12,0,3,55,17,3,9,1,1,12,10,12,4,0,1,1,3,5,13,5,0,0,1,0,5,0,1,0,1
2780,3,6,0,2,6,8,1,92,6,1,0,2,1,7,5,15,2,1,4,1,3,5,10,8,1,1,1,1,7,0,1,1,5
2781,9,0,0,1,3,3,1,48,10,3,7,3,1,7,15,9,0,0,4,1,2,5,1,2,0,0,1,0,1,0,1,1,6
2782,9,6,0,6,1,4,0,43,9,0,6,5,1,21,5,12,0,0,4,1,4,5,17,8,0,1,1,0,5,0,1,1,7
2783,16,5,0,1,6,21,1,54,8,1,2,5,1,11,15,6,0,0,4,1,4,5,10,8,1,1,1,0,7,0,1,1,1
2784,17,6,0,5,4,14,1,16,7,5,0,4,1,6,5,18,1,0,3,1,3,5,17,5,0,0,1,0,5,0,1,0,16
2785,14,10,0,1,16,0,1,50,5,1,0,4,3,4,5,15,1,0,4,1,3,5,10,5,0,0,1,0,7,0,1,1,4
2786,13,10,0,2,11,14,0,78,18,0,2,2,1,10,5,3,0,0,0,1,2,6,3,0,0,0,1,0,1,7,1,0,2
2787,5,10,0,0,8,18,1,22,8,1,0,5,1,10,10,15,1,0,0,1,2,5,1,0,0,1,1,0,1,0,1,0,1
2788,13,1,0,1,13,16,1,64,22,1,1,6,1,6,0,15,0,0,0,1,2,2,8,5,0,0,1,0,1,0,1,0,1
2789,6,6,0,4,4,20,1,99,7,1,5,0,1,19,10,12,0,1,2,1,2,1,1,0,0,0,1,1,1,0,1,1,7
2790,17,10,0,4,10,17,1,45,17,1,0,0,1,7,5,18,1,0,4,0,3,5,10,5,0,1,1,0,10,0,1,1,1
2791,2,0,0,1,4,5,1,47,8,1,1,3,1,5,5,6,0,0,4,1,3,5,17,8,1,0,1,0,5,0,1,1,4
2792,22,10,0,1,13,10,0,54,13,0,0,6,3,11,10,12,0,0,2,1,3,5,10,8,1,0,2,0,5,0,1,1,2
2793,19,1,0,3,12,17,1,67,19,1,0,1,1,3,5,12,1,0,0,1,2,5,1,5,0,0,1,0,0,0,3,0,1
