Col_1,Col_2,Col_3,Col_4,Col_5,Col_6,Col_7,Col_8,Col_9,Col_10,Col_11,Col_12,Col_13,Col_14,Col_15,Col_16,Col_17,Col_18,Col_19,Col_20,Col_21,Col_22,Col_23,Col_24,Col_25,Col_26,Col_27,Col_28,Col_29,Col_30,Col_31,Col_32,impact_encoded_Col_3,impact_encoded_Col_4,impact_encoded_Col_8,impact_encoded_Col_9,impact_encoded_Col_11,impact_encoded_Col_12,impact_encoded_Col_15,impact_encoded_Col_17,impact_encoded_Col_20,impact_encoded_Col_22,impact_encoded_Col_24,impact_encoded_Col_25,impact_encoded_Col_27,impact_encoded_Col_28,impact_encoded_Col_29,impact_encoded_Col_32
21,1,a,a,0,1,12,c,b,18,d,c,2,52,k,22,i,3,1,a,4,b,2,b,a,17,f,a,b,5,15,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,3.749206554,4.583380534,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
9,1,a,a,0,3,0,d,b,20,d,f,0,34,r,12,i,3,0,a,6,a,1,b,a,11,h,a,b,5,3,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
17,10,a,a,0,3,6,c,b,7,d,c,0,70,r,9,i,0,1,b,3,a,1,b,a,10,f,a,b,15,15,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,3.749206554,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
6,10,a,a,0,1,5,e,b,19,c,h,1,12,i,11,a,4,1,a,6,b,3,c,a,5,j,a,b,15,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.312896885,3.795033168,3.127327437,4.029735504,3.991403243,6.533915954,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
17,6,a,a,0,0,4,e,b,12,c,g,1,35,g,6,a,1,1,a,5,a,3,b,a,13,b,a,b,10,12,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.915098531,4.1032205,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
15,6,a,b,0,3,13,c,b,6,c,f,1,99,b,15,c,1,3,a,1,b,1,b,b,16,b,a,b,5,18,b,4.041636477,3.945745585,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,3.693053328,4.029735504,3.991403243,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
19,1,c,b,0,1,11,e,b,6,e,h,0,29,k,17,i,1,0,b,3,b,1,b,b,7,k,a,b,15,18,b,4.151623752,3.945745585,3.957420699,3.992100297,4.537016496,4.312896885,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,3.944777884,5.018884679,4.039580635,3.875914521,4.014364698
5,6,c,b,0,3,7,e,b,23,d,f,0,71,r,10,i,0,2,b,5,a,1,b,b,7,f,a,b,0,18,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
4,6,a,b,0,2,6,e,b,16,c,f,1,87,i,7,b,1,1,a,6,b,1,b,b,13,a,a,b,15,9,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,4.121576051,4.029735504,3.991403243,3.935452502,3.944777884,3.10256098,4.039580635,3.875914521,4.014364698
5,10,b,a,0,3,3,e,b,0,a,c,1,94,i,18,c,3,0,a,6,a,3,b,a,6,b,a,b,5,9,b,3.724885506,4.01820237,3.957420699,3.992100297,3.035159656,3.749206554,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
6,6,a,a,0,2,13,e,b,7,c,c,1,85,i,10,f,2,1,a,4,a,1,b,a,7,a,c,b,5,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.749206554,3.795033168,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,3.10256098,3.186661445,3.875914521,4.014364698
2,6,c,b,0,1,17,e,b,0,d,h,1,59,k,6,i,3,0,b,5,a,2,b,b,10,f,a,d,15,18,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,4.312896885,4.583380534,4.711941898,3.972195449,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.899052176,4.014364698
6,6,a,a,0,4,5,e,b,19,c,a,1,61,b,7,a,1,0,b,0,b,2,b,a,11,b,a,b,10,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
13,10,a,a,0,4,6,e,b,16,c,a,1,48,b,7,a,1,1,b,6,a,2,b,a,4,b,a,b,5,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
11,6,a,b,0,3,15,d,b,20,c,a,1,95,b,12,f,1,7,b,3,b,1,b,a,14,b,a,c,0,9,b,4.041636477,3.945745585,4.199601087,3.992100297,3.537367733,3.638751344,3.07903989,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,7.93358788,4.014364698
19,1,a,b,0,2,4,e,b,10,c,a,1,69,b,8,a,1,0,b,3,a,1,b,b,5,b,a,b,15,18,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
16,1,a,a,0,2,6,c,b,16,c,f,1,44,b,5,a,1,1,a,6,b,1,b,a,16,b,a,b,10,18,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
22,10,b,a,0,1,8,a,b,2,c,f,1,92,i,14,b,1,0,b,5,a,1,b,a,8,b,a,b,5,0,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.795033168,4.121576051,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
6,10,b,a,0,4,4,e,b,4,c,b,1,23,i,5,a,1,0,b,6,b,2,b,a,3,j,a,c,15,6,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.795033168,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,7.93358788,4.014364698
0,6,c,b,0,0,9,e,b,7,d,f,1,97,r,22,i,1,0,b,2,a,1,b,b,11,h,a,b,10,18,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
3,6,e,a,0,2,9,c,b,0,d,f,0,24,r,9,f,0,2,a,1,a,1,b,a,4,f,a,b,10,6,a,5.46015831,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.544789047,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
13,1,c,a,0,1,4,e,b,15,d,f,0,67,k,8,i,0,0,b,6,a,3,b,a,9,f,a,b,0,9,b,4.151623752,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
15,6,a,a,0,1,11,e,b,16,c,c,1,53,a,17,a,1,7,b,3,a,1,b,a,12,j,c,b,0,12,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.749206554,3.235159646,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.92224524,3.186661445,3.875914521,4.014364698
14,6,a,a,0,4,18,c,b,17,d,h,1,93,n,17,g,1,10,a,0,a,3,b,a,21,f,a,b,5,9,b,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.312896885,4.65852624,4.391946448,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
3,10,a,b,0,2,5,d,b,0,c,f,1,83,b,5,a,2,2,a,4,b,1,b,b,8,b,a,b,15,18,b,4.041636477,3.945745585,4.199601087,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
10,5,c,a,0,6,15,c,b,24,c,f,0,46,a,9,b,0,0,b,5,b,1,b,a,2,b,a,b,10,0,b,4.151623752,4.01820237,4.231280828,3.992100297,3.537367733,4.337362962,3.235159646,4.121576051,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
6,10,a,a,0,2,5,e,b,21,c,a,1,33,b,8,a,2,4,a,5,b,1,b,a,15,b,a,b,5,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
12,0,a,a,0,2,15,e,b,3,c,a,1,89,i,7,a,1,2,a,2,a,1,b,b,10,b,a,b,10,18,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,3.127327437,4.029735504,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
12,5,b,a,0,1,14,a,c,0,d,f,1,81,k,11,f,1,0,a,3,a,1,b,a,4,f,a,a,5,18,a,3.724885506,4.01820237,3.821227377,7.461225054,4.599954428,4.337362962,4.583380534,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,4.240611559,3.977557721
19,10,a,a,0,3,1,d,b,9,d,f,1,76,k,19,i,1,3,a,5,a,1,b,a,16,f,a,b,15,9,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
5,0,b,a,0,3,16,e,b,6,c,a,0,46,b,8,a,0,0,b,5,a,3,b,a,6,b,a,b,0,18,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
6,10,a,a,0,4,12,d,b,16,d,c,0,81,l,24,i,0,3,a,3,a,2,b,a,11,h,c,b,10,0,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,3.749206554,4.642448137,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.530829172,3.186661445,3.875914521,4.014364698
19,1,a,b,0,1,5,d,b,18,e,a,1,92,r,7,g,2,1,b,4,a,1,b,b,11,g,a,b,5,3,a,4.041636477,3.945745585,4.199601087,3.992100297,4.537016496,3.638751344,4.544789047,4.391946448,3.972195449,4.01037389,3.935452502,3.944777884,4.485713424,4.039580635,3.875914521,3.977557721
4,0,e,a,0,2,17,c,b,3,d,h,2,25,r,8,f,1,3,a,2,a,3,b,a,5,f,a,b,0,0,b,5.46015831,4.01820237,4.231280828,3.992100297,4.599954428,4.312896885,4.544789047,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
0,10,b,a,0,0,12,e,b,3,c,f,0,15,b,10,c,0,0,a,1,a,1,c,a,3,b,a,b,10,18,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,3.693053328,4.029735504,4.01037389,6.533915954,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
3,1,b,a,0,2,12,a,b,16,c,g,1,50,i,18,c,1,0,b,6,b,3,d,a,3,j,e,b,15,18,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,3.915098531,3.795033168,3.693053328,3.972195449,3.991403243,3.707776095,4.01753988,3.92224524,2.942105423,3.875914521,3.977557721
1,10,a,a,0,0,15,a,b,14,c,f,1,41,a,9,f,3,1,a,5,b,1,b,a,3,b,a,b,15,0,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.235159646,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
20,6,a,a,0,0,12,a,b,13,c,c,1,75,i,25,c,1,11,a,4,a,1,b,a,18,j,c,b,5,12,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,3.749206554,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,3.186661445,3.875914521,3.977557721
6,5,a,a,0,4,16,e,b,15,c,f,1,60,i,7,a,1,5,b,5,a,1,b,a,13,j,a,b,10,9,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
16,6,a,a,0,0,18,e,b,16,c,a,1,18,b,15,a,1,0,a,3,b,3,b,a,9,b,a,b,0,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,0,a,a,0,1,8,e,c,1,c,f,1,26,i,11,c,1,1,b,2,b,1,b,a,3,j,a,b,15,18,b,4.041636477,4.01820237,3.957420699,7.461225054,3.537367733,4.337362962,3.795033168,3.693053328,3.972195449,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
7,6,a,b,0,3,14,e,b,13,e,g,3,49,k,15,i,3,5,a,2,a,3,b,b,10,f,a,b,5,9,b,4.041636477,3.945745585,3.957420699,3.992100297,4.537016496,3.915098531,4.583380534,4.711941898,4.029735504,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
16,5,b,a,0,2,12,e,b,2,c,h,1,44,a,8,a,3,0,a,5,a,1,b,a,16,j,a,b,5,3,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,4.312896885,3.235159646,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
13,10,a,a,0,2,13,e,b,18,e,c,1,99,r,19,i,1,9,b,5,a,1,b,a,21,h,a,b,5,3,b,4.041636477,4.01820237,3.957420699,3.992100297,4.537016496,3.749206554,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.530829172,4.039580635,3.875914521,4.014364698
10,1,b,a,0,0,5,e,b,5,d,a,1,63,j,7,f,1,0,b,2,a,1,b,a,2,f,a,b,10,12,b,3.724885506,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.695554616,4.00498571,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
4,6,b,b,0,3,14,a,b,4,d,f,1,65,r,16,f,4,3,a,3,a,1,b,b,13,f,a,b,10,9,a,3.724885506,3.945745585,3.821227377,3.992100297,4.599954428,4.337362962,4.544789047,4.00498571,4.029735504,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,3.977557721
12,10,a,b,0,2,18,e,b,24,c,f,1,77,a,11,a,1,2,b,5,b,3,b,b,9,b,a,b,5,15,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,3.127327437,3.972195449,3.991403243,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
4,1,a,a,0,0,1,e,b,21,e,b,1,45,r,11,i,3,7,a,3,a,2,a,a,6,h,f,d,10,15,b,4.041636477,4.01820237,3.957420699,3.992100297,4.537016496,3.062433287,4.544789047,4.711941898,4.029735504,4.01037389,4.116537882,4.01753988,4.530829172,2.41415559,3.899052176,4.014364698
9,6,a,b,0,6,5,d,b,2,c,a,1,87,i,7,a,3,2,a,0,a,3,b,b,13,b,b,b,5,12,b,4.041636477,3.945745585,4.199601087,3.992100297,3.537367733,3.638751344,3.795033168,3.127327437,4.029735504,4.01037389,3.935452502,3.944777884,3.325742752,5.39119517,3.875914521,4.014364698
22,10,b,a,0,1,14,e,b,6,c,b,1,43,d,11,b,1,0,a,1,b,1,b,a,17,d,a,b,10,9,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.863907719,4.121576051,4.029735504,3.991403243,3.935452502,4.01753988,4.526447679,4.039580635,3.875914521,4.014364698
11,10,a,a,0,1,18,d,b,16,c,f,1,41,b,8,a,1,5,b,5,a,3,b,a,9,b,a,d,10,18,b,4.041636477,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.899052176,4.014364698
17,6,a,a,0,3,1,e,b,21,c,b,1,44,b,11,a,1,0,b,0,b,2,d,a,14,b,a,b,10,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.07903989,3.127327437,3.972195449,3.991403243,3.707776095,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
8,10,b,a,0,5,2,a,b,3,c,f,0,44,e,7,b,0,0,a,6,a,1,b,a,2,j,a,b,10,15,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.811011832,4.121576051,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
18,1,b,a,0,0,15,e,b,1,d,f,0,66,k,7,f,0,0,b,2,a,1,c,a,8,f,a,b,5,9,b,3.724885506,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.583380534,4.00498571,3.972195449,4.01037389,6.533915954,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
3,6,a,a,0,2,16,c,b,1,c,a,1,49,b,7,a,6,3,a,5,a,1,b,a,7,b,a,b,15,15,b,4.041636477,4.01820237,4.231280828,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
3,1,b,a,0,2,8,e,b,2,c,f,1,42,b,9,f,1,0,b,5,b,2,b,a,11,b,a,b,5,9,b,3.724885506,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,10,a,a,0,2,4,e,b,7,c,b,0,26,a,7,a,0,10,a,6,b,1,b,a,11,j,a,b,5,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.062433287,3.235159646,3.127327437,4.029735504,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
16,10,a,a,0,2,7,e,b,9,c,h,1,85,b,9,c,1,9,b,3,b,1,c,a,13,b,a,b,15,0,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.312896885,3.07903989,3.693053328,3.972195449,3.991403243,6.533915954,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
0,0,b,a,0,0,17,a,b,17,c,f,1,26,b,11,a,3,0,b,3,b,1,b,a,8,b,a,b,10,12,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.07903989,3.127327437,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
17,1,a,a,0,1,13,a,b,16,e,f,0,68,r,11,i,0,2,a,3,a,1,b,a,10,f,a,b,5,15,a,4.041636477,4.01820237,3.821227377,3.992100297,4.537016496,4.337362962,4.544789047,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
15,5,c,a,0,3,6,e,b,13,c,a,0,50,b,8,a,0,2,a,0,a,3,b,a,2,b,a,b,15,12,b,4.151623752,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.07903989,3.127327437,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
10,6,a,b,2,4,9,e,b,6,c,f,4,71,i,19,c,4,1,b,0,a,2,b,b,12,j,a,b,5,18,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,3.972195449,4.01037389,3.935452502,3.944777884,3.92224524,4.039580635,3.875914521,4.014364698
20,6,b,a,0,1,11,a,b,1,c,f,1,42,b,18,b,3,0,b,5,b,1,b,a,4,j,a,b,5,15,a,3.724885506,4.01820237,3.821227377,3.992100297,3.537367733,4.337362962,3.07903989,4.121576051,3.972195449,3.991403243,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,3.977557721
4,5,a,a,0,2,7,e,b,24,d,a,1,94,k,11,i,1,3,b,6,b,3,b,a,4,f,a,b,15,6,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,3.638751344,4.583380534,4.711941898,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
16,6,a,b,0,0,17,e,d,13,d,f,0,58,n,5,i,0,0,a,2,a,1,b,b,12,h,a,b,5,12,b,4.041636477,3.945745585,3.957420699,3.81890334,4.599954428,4.337362962,4.65852624,4.711941898,4.029735504,4.01037389,3.935452502,3.944777884,4.530829172,4.039580635,3.875914521,4.014364698
17,6,b,a,0,4,9,c,b,0,d,f,3,48,k,15,f,3,0,a,3,b,1,b,a,9,f,a,b,15,9,b,3.724885506,4.01820237,4.231280828,3.992100297,4.599954428,4.337362962,4.583380534,4.00498571,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
14,10,c,b,0,6,2,e,b,2,c,f,0,45,e,13,b,0,4,b,5,a,1,b,b,8,j,a,b,10,6,b,4.151623752,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.811011832,4.121576051,3.972195449,4.01037389,3.935452502,3.944777884,3.92224524,4.039580635,3.875914521,4.014364698
3,1,c,b,0,2,4,e,b,11,d,a,1,69,r,7,i,1,3,a,6,a,3,b,b,7,f,a,b,10,15,b,4.151623752,3.945745585,3.957420699,3.992100297,4.599954428,3.638751344,4.544789047,4.711941898,4.029735504,4.01037389,3.935452502,3.944777884,4.61916559,4.039580635,3.875914521,4.014364698
19,1,a,b,0,1,10,e,b,11,c,h,1,95,e,13,f,1,2,b,0,a,1,b,b,16,j,a,b,15,9,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,4.312896885,3.811011832,4.00498571,3.972195449,4.01037389,3.935452502,3.944777884,3.92224524,4.039580635,3.875914521,4.014364698
16,0,a,a,0,1,16,a,b,8,d,a,1,42,k,7,i,1,1,b,1,a,3,b,a,14,f,a,b,10,9,a,4.041636477,4.01820237,3.821227377,3.992100297,4.599954428,3.638751344,4.583380534,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
6,10,a,a,0,0,12,e,b,19,d,f,1,80,r,15,i,1,0,a,3,b,3,b,a,7,f,a,b,10,9,b,4.041636477,4.01820237,3.957420699,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
22,1,a,a,0,1,9,c,b,19,d,h,2,10,r,20,g,2,0,a,2,a,1,b,a,11,f,a,b,15,6,a,4.041636477,4.01820237,4.231280828,3.992100297,4.599954428,4.312896885,4.544789047,4.391946448,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
17,1,a,a,0,0,11,a,b,15,d,f,1,51,r,11,i,1,2,b,6,a,1,b,a,12,f,a,b,10,0,a,4.041636477,4.01820237,3.821227377,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
5,6,a,a,0,3,9,b,b,15,d,f,2,0,k,15,i,3,4,a,6,a,1,b,a,6,f,b,b,10,18,b,4.041636477,4.01820237,4.865823917,3.992100297,4.599954428,4.337362962,4.583380534,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,5.39119517,3.875914521,4.014364698
2,0,a,a,0,1,1,d,b,4,d,f,0,24,r,9,i,5,2,a,4,a,3,b,a,7,f,a,c,10,3,b,4.041636477,4.01820237,4.199601087,3.992100297,4.599954428,4.337362962,4.544789047,4.711941898,4.029735504,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,7.93358788,4.014364698
19,1,a,b,0,2,14,e,b,16,c,f,1,52,i,13,c,1,2,b,5,a,1,b,b,8,b,a,b,5,15,b,4.041636477,3.945745585,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,3.972195449,4.01037389,3.935452502,3.944777884,3.325742752,4.039580635,3.875914521,4.014364698
17,10,a,a,0,1,11,e,b,13,c,f,1,44,a,13,f,1,5,a,4,a,1,b,a,12,j,a,b,5,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.235159646,4.00498571,4.029735504,4.01037389,3.935452502,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
20,1,a,a,0,0,15,d,b,16,c,f,0,93,i,13,c,0,1,a,6,a,1,b,a,14,b,a,b,5,12,b,4.041636477,4.01820237,4.199601087,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
9,10,b,a,0,4,11,e,b,4,d,h,0,49,r,12,f,0,0,a,5,a,1,c,a,4,f,a,d,10,0,b,3.724885506,4.01820237,3.957420699,3.992100297,4.599954428,4.312896885,4.544789047,4.00498571,4.029735504,4.01037389,6.533915954,4.01753988,4.61916559,4.039580635,3.899052176,4.014364698
22,5,c,a,0,0,10,e,b,23,c,f,1,77,i,19,c,1,0,a,2,a,1,d,a,2,j,a,b,15,9,b,4.151623752,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.795033168,3.693053328,4.029735504,4.01037389,3.707776095,4.01753988,3.92224524,4.039580635,3.875914521,4.014364698
3,1,b,a,0,2,1,a,b,8,d,f,0,28,n,11,f,0,0,b,1,b,1,b,a,7,f,a,b,5,12,a,3.724885506,4.01820237,3.821227377,3.992100297,4.599954428,4.337362962,4.65852624,4.00498571,3.972195449,3.991403243,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,3.977557721
6,1,a,a,0,4,14,e,b,17,c,f,2,44,b,11,c,3,4,b,5,b,1,b,a,9,b,a,b,10,12,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,4.337362962,3.07903989,3.693053328,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
17,5,a,a,0,6,8,e,b,15,c,a,1,34,i,9,c,1,5,b,3,b,3,b,a,17,b,a,b,5,15,b,4.041636477,4.01820237,3.957420699,3.992100297,3.537367733,3.638751344,3.795033168,3.693053328,3.972195449,3.991403243,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,4.014364698
7,10,a,a,0,4,1,e,b,12,e,f,2,46,r,8,i,2,5,b,6,a,1,b,a,19,f,a,b,15,15,b,4.041636477,4.01820237,3.957420699,3.992100297,4.537016496,4.337362962,4.544789047,4.711941898,3.972195449,4.01037389,3.935452502,4.01753988,4.61916559,4.039580635,3.875914521,4.014364698
5,6,a,a,0,3,3,a,b,16,c,e,1,50,i,5,a,1,4,b,2,a,1,b,a,9,b,a,b,5,12,a,4.041636477,4.01820237,3.821227377,3.992100297,3.537367733,4.71276917,3.795033168,3.127327437,3.972195449,4.01037389,3.935452502,4.01753988,3.325742752,4.039580635,3.875914521,3.977557721
